OrderID,ProductID,ProductName,Quantity,StartDate,EndDate,Priority,etc
580,580,카라멜 러스크,90,2024-03-24 18:00:00,2024-03-24 22:40:00,우선순위 2,정시 납기 요구
581,581,꽈베기,50,2024-03-24 18:00:00,2024-03-24 22:40:00,우선순위 6,정시 납기 요구
582,582,찹쌀브레드,60,2024-03-25 09:00:00,2024-03-25 13:40:00,우선순위 4,특별 공정 필요
583,583,생크림소보로,60,2024-03-25 09:00:00,2024-03-25 13:40:00,우선순위 4,특별 공정 필요
584,584,단팥도넛,40,2024-03-25 09:00:00,2024-03-25 13:40:00,우선순위 4,일반 작업 요청
585,585,찹쌀브레드,60,2024-03-25 18:00:00,2024-03-25 22:40:00,우선순위 4,특별 공정 필요
586,586,생크림소보로,90,2024-03-25 18:00:00,2024-03-25 22:40:00,우선순위 4,특별 공정 필요
587,587,단팥도넛,90,2024-03-25 18:00:00,2024-03-25 22:40:00,우선순위 4,일반 작업 요청
588,588,생크림소보로,90,2024-03-26 09:00:00,2024-03-26 13:40:00,우선순위 4,특별 공정 필요
589,589,단팥도넛,90,2024-03-26 09:00:00,2024-03-26 13:40:00,우선순위 4,일반 작업 요청
590,590,꽈베기,60,2024-03-26 09:00:00,2024-03-26 13:40:00,우선순위 6,정시 납기 요구
591,591,카라멜 러스크,90,2024-03-26 09:00:00,2024-03-26 13:40:00,우선순위 2,정시 납기 요구
592,592,꿀버터바게트,90,2024-03-26 09:00:00,2024-03-26 13:40:00,우선순위 3,정시 납기 요구
593,593,생크림소보로,40,2024-03-27 18:00:00,2024-03-27 22:40:00,우선순위 4,특별 공정 필요
594,594,단팥도넛,40,2024-03-27 18:00:00,2024-03-27 22:40:00,우선순위 4,일반 작업 요청
595,595,애플파이,90,2024-03-27 18:00:00,2024-03-27 22:40:00,우선순위 2,긴급 작업 요청
596,596,꿀버터바게트,60,2024-03-27 18:00:00,2024-03-27 22:40:00,우선순위 3,정시 납기 요구
597,597,라우겐,90,2024-03-27 18:00:00,2024-03-27 22:40:00,우선순위 3,긴급 작업 요청
598,598,우유도넛,90,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 3,일반 작업 요청
599,599,고구마케이크빵,90,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 5,특별 공정 필요
600,600,라우겐,50,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 3,긴급 작업 요청
601,601,꿀버터바게트,90,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 3,정시 납기 요구
602,602,갈릭꽈베기,90,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 80,긴급 작업 요청
603,603,꽈베기,70,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 6,정시 납기 요구
604,604,생크림소보로,70,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 4,특별 공정 필요
605,605,카라멜 러스크,70,2024-03-28 09:00:00,2024-03-28 13:40:00,우선순위 2,정시 납기 요구
606,606,우유도넛,90,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 3,일반 작업 요청
607,607,고구마케이크빵,80,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 5,특별 공정 필요
608,608,라우겐,50,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 3,긴급 작업 요청
609,609,꿀버터바게트,90,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 3,정시 납기 요구
610,610,갈릭꽈베기,50,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 80,긴급 작업 요청
611,611,꽈베기,70,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 6,정시 납기 요구
612,612,생크림소보로,70,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 4,특별 공정 필요
613,613,카라멜 러스크,70,2024-03-28 18:00:00,2024-03-28 22:40:00,우선순위 2,정시 납기 요구
614,614,갈릭꽈베기,50,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 80,긴급 작업 요청
615,615,꽈베기,70,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 6,정시 납기 요구
616,616,고구마케이크빵,60,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 5,특별 공정 필요
617,617,단팥도넛,90,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 4,일반 작업 요청
618,618,라우겐,50,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 3,긴급 작업 요청
619,619,우유도넛,40,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 3,일반 작업 요청
620,620,꿀버터바게트,70,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 3,정시 납기 요구
621,621,베이글빵,90,2024-03-29 18:00:00,2024-03-29 22:40:00,우선순위 4,일반 작업 요청
622,622,라우겐,50,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 3,긴급 작업 요청
623,623,애플파이,50,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 2,긴급 작업 요청
624,624,생크림소보로,50,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 4,특별 공정 필요
625,625,찹쌀브레드,80,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 4,특별 공정 필요
626,626,갈릭꽈베기,60,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 80,긴급 작업 요청
627,627,꽈베기,90,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 6,정시 납기 요구
628,628,꿀버터바게트,60,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 3,정시 납기 요구
629,629,카라멜 러스크,80,2024-03-30 09:00:00,2024-03-30 13:40:00,우선순위 2,정시 납기 요구
630,630,찹쌀브레드,60,2024-03-31 09:00:00,2024-03-31 13:40:00,우선순위 4,특별 공정 필요
631,631,갈릭꽈베기,50,2024-03-31 09:00:00,2024-03-31 13:40:00,우선순위 80,긴급 작업 요청
632,632,라우겐,90,2024-03-31 09:00:00,2024-03-31 13:40:00,우선순위 3,긴급 작업 요청
633,633,애플파이,80,2024-03-31 09:00:00,2024-03-31 13:40:00,우선순위 2,긴급 작업 요청
634,634,갈릭꽈베기,90,2024-04-01 09:00:00,2024-04-01 13:40:00,우선순위 80,긴급 작업 요청
635,635,카라멜 러스크,90,2024-04-01 09:00:00,2024-04-01 13:40:00,우선순위 2,정시 납기 요구
636,636,꿀버터바게트,90,2024-04-01 09:00:00,2024-04-01 13:40:00,우선순위 3,정시 납기 요구
637,637,애플파이,60,2024-04-01 09:00:00,2024-04-01 13:40:00,우선순위 2,긴급 작업 요청
638,638,카라멜 러스크,70,2024-04-02 18:00:00,2024-04-02 22:40:00,우선순위 2,정시 납기 요구
639,639,꿀버터바게트,60,2024-04-02 18:00:00,2024-04-02 22:40:00,우선순위 3,정시 납기 요구
640,640,찹쌀브레드,90,2024-04-02 18:00:00,2024-04-02 22:40:00,우선순위 4,특별 공정 필요
641,641,애플파이,60,2024-04-02 18:00:00,2024-04-02 22:40:00,우선순위 2,긴급 작업 요청
642,642,라우겐,90,2024-04-02 18:00:00,2024-04-02 22:40:00,우선순위 3,긴급 작업 요청
643,643,꽈베기,90,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 6,정시 납기 요구
644,644,카라멜 러스크,40,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 2,정시 납기 요구
645,645,애플파이,60,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 2,긴급 작업 요청
646,646,우유도넛,80,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 3,일반 작업 요청
647,647,라우겐,70,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 3,긴급 작업 요청
648,648,갈릭꽈베기,50,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 80,긴급 작업 요청
649,649,고구마케이크빵,50,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 5,특별 공정 필요
650,650,꿀버터바게트,80,2024-04-03 09:00:00,2024-04-03 13:40:00,우선순위 3,정시 납기 요구
651,651,우유도넛,90,2024-04-04 18:00:00,2024-04-04 22:40:00,우선순위 3,일반 작업 요청
652,652,꽈베기,50,2024-04-04 18:00:00,2024-04-04 22:40:00,우선순위 6,정시 납기 요구
653,653,베이글빵,50,2024-04-04 18:00:00,2024-04-04 22:40:00,우선순위 4,일반 작업 요청
654,654,꿀버터바게트,70,2024-04-04 18:00:00,2024-04-04 22:40:00,우선순위 3,정시 납기 요구
655,655,꽈베기,50,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 6,정시 납기 요구
656,656,애플파이,90,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 2,긴급 작업 요청
657,657,우유도넛,70,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 3,일반 작업 요청
658,658,카라멜 러스크,80,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 2,정시 납기 요구
659,659,꿀버터바게트,70,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 3,정시 납기 요구
660,660,고구마케이크빵,90,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 5,특별 공정 필요
661,661,단팥도넛,60,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 4,일반 작업 요청
662,662,찹쌀브레드,70,2024-04-05 09:00:00,2024-04-05 13:40:00,우선순위 4,특별 공정 필요
663,663,꽈베기,80,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 6,정시 납기 요구
664,664,애플파이,70,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 2,긴급 작업 요청
665,665,우유도넛,60,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 3,일반 작업 요청
666,666,카라멜 러스크,70,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 2,정시 납기 요구
667,667,꿀버터바게트,50,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 3,정시 납기 요구
668,668,고구마케이크빵,50,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 5,특별 공정 필요
669,669,단팥도넛,80,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 4,일반 작업 요청
670,670,찹쌀브레드,80,2024-04-05 18:00:00,2024-04-05 22:40:00,우선순위 4,특별 공정 필요
671,671,애플파이,40,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 2,긴급 작업 요청
672,672,라우겐,70,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 3,긴급 작업 요청
673,673,우유도넛,90,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 3,일반 작업 요청
674,674,꿀버터바게트,80,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 3,정시 납기 요구
675,675,찹쌀브레드,90,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 4,특별 공정 필요
676,676,꽈베기,70,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 6,정시 납기 요구
677,677,단팥도넛,70,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 4,일반 작업 요청
678,678,갈릭꽈베기,50,2024-04-06 18:00:00,2024-04-06 22:40:00,우선순위 80,긴급 작업 요청
679,679,고구마케이크빵,50,2024-04-07 09:00:00,2024-04-07 13:40:00,우선순위 5,특별 공정 필요
680,680,단팥도넛,40,2024-04-07 09:00:00,2024-04-07 13:40:00,우선순위 4,일반 작업 요청
681,681,우유도넛,50,2024-04-07 09:00:00,2024-04-07 13:40:00,우선순위 3,일반 작업 요청
682,682,고구마케이크빵,60,2024-04-07 18:00:00,2024-04-07 22:40:00,우선순위 5,특별 공정 필요
683,683,단팥도넛,60,2024-04-07 18:00:00,2024-04-07 22:40:00,우선순위 4,일반 작업 요청
684,684,우유도넛,80,2024-04-07 18:00:00,2024-04-07 22:40:00,우선순위 3,일반 작업 요청
685,685,라우겐,60,2024-04-08 09:00:00,2024-04-08 13:40:00,우선순위 3,긴급 작업 요청
686,686,고구마케이크빵,40,2024-04-08 09:00:00,2024-04-08 13:40:00,우선순위 5,특별 공정 필요
687,687,카라멜 러스크,50,2024-04-08 09:00:00,2024-04-08 13:40:00,우선순위 2,정시 납기 요구
688,688,베이글빵,80,2024-04-08 09:00:00,2024-04-08 13:40:00,우선순위 4,일반 작업 요청
689,689,라우겐,50,2024-04-08 18:00:00,2024-04-08 22:40:00,우선순위 3,긴급 작업 요청
690,690,고구마케이크빵,70,2024-04-08 18:00:00,2024-04-08 22:40:00,우선순위 5,특별 공정 필요
691,691,카라멜 러스크,60,2024-04-08 18:00:00,2024-04-08 22:40:00,우선순위 2,정시 납기 요구
692,692,베이글빵,40,2024-04-08 18:00:00,2024-04-08 22:40:00,우선순위 4,일반 작업 요청
693,693,찹쌀브레드,90,2024-04-09 18:00:00,2024-04-09 22:40:00,우선순위 4,특별 공정 필요
694,694,단팥도넛,40,2024-04-09 18:00:00,2024-04-09 22:40:00,우선순위 4,일반 작업 요청
695,695,꽈베기,90,2024-04-09 18:00:00,2024-04-09 22:40:00,우선순위 6,정시 납기 요구
696,696,생크림소보로,60,2024-04-09 18:00:00,2024-04-09 22:40:00,우선순위 4,특별 공정 필요
697,697,베이글빵,70,2024-04-09 18:00:00,2024-04-09 22:40:00,우선순위 4,일반 작업 요청
698,698,단팥도넛,40,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 4,일반 작업 요청
699,699,카라멜 러스크,40,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 2,정시 납기 요구
700,700,갈릭꽈베기,40,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 80,긴급 작업 요청
701,701,꿀버터바게트,70,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 3,정시 납기 요구
702,702,찹쌀브레드,70,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 4,특별 공정 필요
703,703,우유도넛,90,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 3,일반 작업 요청
704,704,베이글빵,60,2024-04-10 09:00:00,2024-04-10 13:40:00,우선순위 4,일반 작업 요청
705,705,애플파이,50,2024-04-11 09:00:00,2024-04-11 13:40:00,우선순위 2,긴급 작업 요청
706,706,라우겐,90,2024-04-11 09:00:00,2024-04-11 13:40:00,우선순위 3,긴급 작업 요청
707,707,고구마케이크빵,90,2024-04-11 09:00:00,2024-04-11 13:40:00,우선순위 5,특별 공정 필요
708,708,찹쌀브레드,90,2024-04-11 09:00:00,2024-04-11 13:40:00,우선순위 4,특별 공정 필요
709,709,베이글빵,80,2024-04-12 09:00:00,2024-04-12 13:40:00,우선순위 4,일반 작업 요청
710,710,고구마케이크빵,70,2024-04-12 09:00:00,2024-04-12 13:40:00,우선순위 5,특별 공정 필요
711,711,생크림소보로,80,2024-04-12 09:00:00,2024-04-12 13:40:00,우선순위 4,특별 공정 필요
712,712,라우겐,70,2024-04-12 09:00:00,2024-04-12 13:40:00,우선순위 3,긴급 작업 요청
713,713,단팥도넛,50,2024-04-12 09:00:00,2024-04-12 13:40:00,우선순위 4,일반 작업 요청
714,714,베이글빵,90,2024-04-12 18:00:00,2024-04-12 22:40:00,우선순위 4,일반 작업 요청
715,715,고구마케이크빵,40,2024-04-12 18:00:00,2024-04-12 22:40:00,우선순위 5,특별 공정 필요
716,716,생크림소보로,80,2024-04-12 18:00:00,2024-04-12 22:40:00,우선순위 4,특별 공정 필요
717,717,라우겐,60,2024-04-12 18:00:00,2024-04-12 22:40:00,우선순위 3,긴급 작업 요청
718,718,단팥도넛,50,2024-04-12 18:00:00,2024-04-12 22:40:00,우선순위 4,일반 작업 요청
719,719,라우겐,50,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 3,긴급 작업 요청
720,720,우유도넛,50,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 3,일반 작업 요청
721,721,갈릭꽈베기,60,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 80,긴급 작업 요청
722,722,찹쌀브레드,80,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 4,특별 공정 필요
723,723,꿀버터바게트,40,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 3,정시 납기 요구
724,724,꽈베기,40,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 6,정시 납기 요구
725,725,고구마케이크빵,50,2024-04-13 09:00:00,2024-04-13 13:40:00,우선순위 5,특별 공정 필요
726,726,라우겐,50,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 3,긴급 작업 요청
727,727,우유도넛,50,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 3,일반 작업 요청
728,728,갈릭꽈베기,40,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 80,긴급 작업 요청
729,729,찹쌀브레드,60,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 4,특별 공정 필요
730,730,꿀버터바게트,60,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 3,정시 납기 요구
731,731,꽈베기,40,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 6,정시 납기 요구
732,732,고구마케이크빵,40,2024-04-13 18:00:00,2024-04-13 22:40:00,우선순위 5,특별 공정 필요
733,733,라우겐,40,2024-04-14 09:00:00,2024-04-14 13:40:00,우선순위 3,긴급 작업 요청
734,734,카라멜 러스크,40,2024-04-14 09:00:00,2024-04-14 13:40:00,우선순위 2,정시 납기 요구
735,735,찹쌀브레드,50,2024-04-14 09:00:00,2024-04-14 13:40:00,우선순위 4,특별 공정 필요
736,736,갈릭꽈베기,70,2024-04-14 09:00:00,2024-04-14 13:40:00,우선순위 80,긴급 작업 요청
737,737,카라멜 러스크,60,2024-04-15 18:00:00,2024-04-15 22:40:00,우선순위 2,정시 납기 요구
738,738,고구마케이크빵,80,2024-04-15 18:00:00,2024-04-15 22:40:00,우선순위 5,특별 공정 필요
739,739,생크림소보로,80,2024-04-15 18:00:00,2024-04-15 22:40:00,우선순위 4,특별 공정 필요
740,740,갈릭꽈베기,60,2024-04-15 18:00:00,2024-04-15 22:40:00,우선순위 80,긴급 작업 요청
741,741,라우겐,40,2024-04-15 18:00:00,2024-04-15 22:40:00,우선순위 3,긴급 작업 요청
742,742,꿀버터바게트,60,2024-04-15 18:00:00,2024-04-15 22:40:00,우선순위 3,정시 납기 요구
743,743,베이글빵,50,2024-04-16 18:00:00,2024-04-16 22:40:00,우선순위 4,일반 작업 요청
744,744,꽈베기,50,2024-04-16 18:00:00,2024-04-16 22:40:00,우선순위 6,정시 납기 요구
745,745,갈릭꽈베기,90,2024-04-16 18:00:00,2024-04-16 22:40:00,우선순위 80,긴급 작업 요청
746,746,고구마케이크빵,50,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 5,특별 공정 필요
747,747,갈릭꽈베기,90,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 80,긴급 작업 요청
748,748,우유도넛,70,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 3,일반 작업 요청
749,749,꽈베기,80,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 6,정시 납기 요구
750,750,카라멜 러스크,60,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 2,정시 납기 요구
751,751,애플파이,90,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 2,긴급 작업 요청
752,752,베이글빵,60,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 4,일반 작업 요청
753,753,단팥도넛,90,2024-04-17 09:00:00,2024-04-17 13:40:00,우선순위 4,일반 작업 요청
754,754,고구마케이크빵,90,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 5,특별 공정 필요
755,755,갈릭꽈베기,40,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 80,긴급 작업 요청
756,756,우유도넛,40,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 3,일반 작업 요청
757,757,꽈베기,80,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 6,정시 납기 요구
758,758,카라멜 러스크,50,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 2,정시 납기 요구
759,759,애플파이,90,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 2,긴급 작업 요청
760,760,베이글빵,50,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 4,일반 작업 요청
761,761,단팥도넛,70,2024-04-17 18:00:00,2024-04-17 22:40:00,우선순위 4,일반 작업 요청
762,762,베이글빵,70,2024-04-18 09:00:00,2024-04-18 13:40:00,우선순위 4,일반 작업 요청
763,763,단팥도넛,70,2024-04-18 09:00:00,2024-04-18 13:40:00,우선순위 4,일반 작업 요청
764,764,고구마케이크빵,50,2024-04-18 09:00:00,2024-04-18 13:40:00,우선순위 5,특별 공정 필요
765,765,꽈베기,60,2024-04-18 09:00:00,2024-04-18 13:40:00,우선순위 6,정시 납기 요구
766,766,생크림소보로,80,2024-04-18 09:00:00,2024-04-18 13:40:00,우선순위 4,특별 공정 필요
767,767,우유도넛,80,2024-04-19 09:00:00,2024-04-19 13:40:00,우선순위 3,일반 작업 요청
768,768,고구마케이크빵,60,2024-04-19 09:00:00,2024-04-19 13:40:00,우선순위 5,특별 공정 필요
769,769,라우겐,50,2024-04-19 09:00:00,2024-04-19 13:40:00,우선순위 3,긴급 작업 요청
770,770,갈릭꽈베기,40,2024-04-19 09:00:00,2024-04-19 13:40:00,우선순위 80,긴급 작업 요청
771,771,카라멜 러스크,60,2024-04-19 09:00:00,2024-04-19 13:40:00,우선순위 2,정시 납기 요구
772,772,꿀버터바게트,50,2024-04-19 09:00:00,2024-04-19 13:40:00,우선순위 3,정시 납기 요구
773,773,애플파이,50,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 2,긴급 작업 요청
774,774,갈릭꽈베기,80,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 80,긴급 작업 요청
775,775,고구마케이크빵,60,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 5,특별 공정 필요
776,776,라우겐,70,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 3,긴급 작업 요청
777,777,베이글빵,80,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 4,일반 작업 요청
778,778,생크림소보로,40,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 4,특별 공정 필요
779,779,카라멜 러스크,70,2024-04-20 09:00:00,2024-04-20 13:40:00,우선순위 2,정시 납기 요구
780,780,애플파이,60,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 2,긴급 작업 요청
781,781,갈릭꽈베기,40,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 80,긴급 작업 요청
782,782,고구마케이크빵,40,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 5,특별 공정 필요
783,783,라우겐,60,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 3,긴급 작업 요청
784,784,베이글빵,70,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 4,일반 작업 요청
785,785,생크림소보로,80,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 4,특별 공정 필요
786,786,카라멜 러스크,70,2024-04-20 18:00:00,2024-04-20 22:40:00,우선순위 2,정시 납기 요구
787,787,베이글빵,40,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 4,일반 작업 요청
788,788,찹쌀브레드,70,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 4,특별 공정 필요
789,789,라우겐,50,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 3,긴급 작업 요청
790,790,꿀버터바게트,50,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 3,정시 납기 요구
791,791,꽈베기,40,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 6,정시 납기 요구
792,792,갈릭꽈베기,70,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 80,긴급 작업 요청
793,793,단팥도넛,70,2024-04-21 18:00:00,2024-04-21 22:40:00,우선순위 4,일반 작업 요청
794,794,꿀버터바게트,80,2024-04-22 09:00:00,2024-04-22 13:40:00,우선순위 3,정시 납기 요구
795,795,생크림소보로,80,2024-04-22 09:00:00,2024-04-22 13:40:00,우선순위 4,특별 공정 필요
796,796,우유도넛,60,2024-04-22 09:00:00,2024-04-22 13:40:00,우선순위 3,일반 작업 요청
797,797,베이글빵,70,2024-04-22 09:00:00,2024-04-22 13:40:00,우선순위 4,일반 작업 요청
798,798,우유도넛,50,2024-04-23 09:00:00,2024-04-23 13:40:00,우선순위 3,일반 작업 요청
799,799,베이글빵,70,2024-04-23 09:00:00,2024-04-23 13:40:00,우선순위 4,일반 작업 요청
800,800,단팥도넛,60,2024-04-23 09:00:00,2024-04-23 13:40:00,우선순위 4,일반 작업 요청
801,801,꿀버터바게트,40,2024-04-23 09:00:00,2024-04-23 13:40:00,우선순위 3,정시 납기 요구
802,802,찹쌀브레드,90,2024-04-23 09:00:00,2024-04-23 13:40:00,우선순위 4,특별 공정 필요
803,803,우유도넛,80,2024-04-23 18:00:00,2024-04-23 22:40:00,우선순위 3,일반 작업 요청
804,804,베이글빵,90,2024-04-23 18:00:00,2024-04-23 22:40:00,우선순위 4,일반 작업 요청
805,805,단팥도넛,40,2024-04-23 18:00:00,2024-04-23 22:40:00,우선순위 4,일반 작업 요청
806,806,꿀버터바게트,80,2024-04-23 18:00:00,2024-04-23 22:40:00,우선순위 3,정시 납기 요구
807,807,찹쌀브레드,70,2024-04-23 18:00:00,2024-04-23 22:40:00,우선순위 4,특별 공정 필요
808,808,고구마케이크빵,70,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 5,특별 공정 필요
809,809,찹쌀브레드,40,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 4,특별 공정 필요
810,810,생크림소보로,80,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 4,특별 공정 필요
811,811,우유도넛,60,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 3,일반 작업 요청
812,812,갈릭꽈베기,70,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 80,긴급 작업 요청
813,813,꿀버터바게트,50,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 3,정시 납기 요구
814,814,단팥도넛,40,2024-04-24 18:00:00,2024-04-24 22:40:00,우선순위 4,일반 작업 요청
815,815,라우겐,50,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 3,긴급 작업 요청
816,816,생크림소보로,50,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 4,특별 공정 필요
817,817,단팥도넛,50,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 4,일반 작업 요청
818,818,꿀버터바게트,40,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 3,정시 납기 요구
819,819,우유도넛,40,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 3,일반 작업 요청
820,820,꽈베기,90,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 6,정시 납기 요구
821,821,카라멜 러스크,70,2024-04-25 09:00:00,2024-04-25 13:40:00,우선순위 2,정시 납기 요구
822,822,애플파이,70,2024-04-26 09:00:00,2024-04-26 13:40:00,우선순위 2,긴급 작업 요청
823,823,단팥도넛,80,2024-04-26 09:00:00,2024-04-26 13:40:00,우선순위 4,일반 작업 요청
824,824,갈릭꽈베기,80,2024-04-26 09:00:00,2024-04-26 13:40:00,우선순위 80,긴급 작업 요청
825,825,고구마케이크빵,70,2024-04-26 09:00:00,2024-04-26 13:40:00,우선순위 5,특별 공정 필요
826,826,꽈베기,60,2024-04-26 09:00:00,2024-04-26 13:40:00,우선순위 6,정시 납기 요구
827,827,애플파이,60,2024-04-26 18:00:00,2024-04-26 22:40:00,우선순위 2,긴급 작업 요청
828,828,단팥도넛,90,2024-04-26 18:00:00,2024-04-26 22:40:00,우선순위 4,일반 작업 요청
829,829,갈릭꽈베기,50,2024-04-26 18:00:00,2024-04-26 22:40:00,우선순위 80,긴급 작업 요청
