QCID,OrderID,Quantity,ProductID,ProductName,TestResult,TestDate,etc
587,587,90,587,단팥도넛,합격,2024-03-27 22:40:00,일반 작업 요청
588,588,90,588,생크림소보로,합격,2024-03-29 13:40:00,특별 공정 필요
589,589,90,589,단팥도넛,합격,2024-03-28 13:40:00,일반 작업 요청
590,590,60,590,꽈베기,합격,2024-03-29 13:40:00,정시 납기 요구
591,591,90,591,카라멜 러스크,합격,2024-03-28 13:40:00,정시 납기 요구
592,592,90,592,꿀버터바게트,합격,2024-03-27 13:40:00,정시 납기 요구
593,593,40,593,생크림소보로,합격,2024-03-29 22:40:00,특별 공정 필요
594,594,40,594,단팥도넛,합격,2024-03-30 22:40:00,일반 작업 요청
595,595,90,595,애플파이,합격,2024-03-28 22:40:00,긴급 작업 요청
596,596,60,596,꿀버터바게트,합격,2024-03-30 22:40:00,정시 납기 요구
597,597,90,597,라우겐,합격,2024-03-29 22:40:00,긴급 작업 요청
598,598,90,598,우유도넛,합격,2024-03-29 13:40:00,일반 작업 요청
599,599,90,599,고구마케이크빵,합격,2024-03-29 13:40:00,특별 공정 필요
600,600,50,600,라우겐,합격,2024-03-30 13:40:00,긴급 작업 요청
601,601,90,601,꿀버터바게트,합격,2024-03-31 13:40:00,정시 납기 요구
602,602,90,602,갈릭꽈베기,합격,2024-03-30 13:40:00,긴급 작업 요청
603,603,70,603,꽈베기,합격,2024-03-29 13:40:00,정시 납기 요구
604,604,70,604,생크림소보로,합격,2024-03-29 13:40:00,특별 공정 필요
605,605,70,605,카라멜 러스크,합격,2024-03-30 13:40:00,정시 납기 요구
606,606,90,606,우유도넛,합격,2024-03-30 22:40:00,일반 작업 요청
607,607,80,607,고구마케이크빵,합격,2024-03-31 22:40:00,특별 공정 필요
608,608,50,608,라우겐,합격,2024-03-29 22:40:00,긴급 작업 요청
609,609,90,609,꿀버터바게트,합격,2024-03-30 22:40:00,정시 납기 요구
610,610,50,610,갈릭꽈베기,합격,2024-03-31 22:40:00,긴급 작업 요청
611,611,70,611,꽈베기,합격,2024-03-31 22:40:00,정시 납기 요구
612,612,70,612,생크림소보로,합격,2024-03-30 22:40:00,특별 공정 필요
613,613,70,613,카라멜 러스크,합격,2024-03-29 22:40:00,정시 납기 요구
614,614,50,614,갈릭꽈베기,합격,2024-03-30 22:40:00,긴급 작업 요청
615,615,70,615,꽈베기,합격,2024-03-30 22:40:00,정시 납기 요구
616,616,60,616,고구마케이크빵,합격,2024-04-01 22:40:00,특별 공정 필요
617,617,90,617,단팥도넛,합격,2024-03-30 22:40:00,일반 작업 요청
618,618,50,618,라우겐,합격,2024-03-30 22:40:00,긴급 작업 요청
619,619,40,619,우유도넛,합격,2024-03-30 22:40:00,일반 작업 요청
620,620,70,620,꿀버터바게트,합격,2024-04-01 22:40:00,정시 납기 요구
621,621,90,621,베이글빵,합격,2024-04-01 22:40:00,일반 작업 요청
622,622,50,622,라우겐,합격,2024-03-31 13:40:00,긴급 작업 요청
623,623,50,623,애플파이,합격,2024-04-02 13:40:00,긴급 작업 요청
624,624,50,624,생크림소보로,합격,2024-03-31 13:40:00,특별 공정 필요
625,625,80,625,찹쌀브레드,불합격,2024-03-31 13:40:00,특별 공정 필요
626,626,60,626,갈릭꽈베기,합격,2024-04-01 13:40:00,긴급 작업 요청
627,627,90,627,꽈베기,합격,2024-03-31 13:40:00,정시 납기 요구
628,628,60,628,꿀버터바게트,합격,2024-03-31 13:40:00,정시 납기 요구
629,629,80,629,카라멜 러스크,합격,2024-04-02 13:40:00,정시 납기 요구
630,630,60,630,찹쌀브레드,합격,2024-04-02 13:40:00,특별 공정 필요
631,631,50,631,갈릭꽈베기,합격,2024-04-02 13:40:00,긴급 작업 요청
632,632,90,632,라우겐,합격,2024-04-03 13:40:00,긴급 작업 요청
633,633,80,633,애플파이,합격,2024-04-03 13:40:00,긴급 작업 요청
634,634,90,634,갈릭꽈베기,합격,2024-04-04 13:40:00,긴급 작업 요청
635,635,90,635,카라멜 러스크,합격,2024-04-04 13:40:00,정시 납기 요구
636,636,90,636,꿀버터바게트,합격,2024-04-04 13:40:00,정시 납기 요구
637,637,60,637,애플파이,합격,2024-04-03 13:40:00,긴급 작업 요청
638,638,70,638,카라멜 러스크,합격,2024-04-05 22:40:00,정시 납기 요구
639,639,60,639,꿀버터바게트,합격,2024-04-03 22:40:00,정시 납기 요구
640,640,90,640,찹쌀브레드,합격,2024-04-04 22:40:00,특별 공정 필요
641,641,60,641,애플파이,합격,2024-04-05 22:40:00,긴급 작업 요청
642,642,90,642,라우겐,합격,2024-04-05 22:40:00,긴급 작업 요청
643,643,90,643,꽈베기,불합격,2024-04-05 13:40:00,정시 납기 요구
644,644,40,644,카라멜 러스크,합격,2024-04-04 13:40:00,정시 납기 요구
645,645,60,645,애플파이,합격,2024-04-04 13:40:00,긴급 작업 요청
646,646,80,646,우유도넛,합격,2024-04-04 13:40:00,일반 작업 요청
647,647,70,647,라우겐,합격,2024-04-04 13:40:00,긴급 작업 요청
648,648,50,648,갈릭꽈베기,합격,2024-04-06 13:40:00,긴급 작업 요청
649,649,50,649,고구마케이크빵,합격,2024-04-06 13:40:00,특별 공정 필요
650,650,80,650,꿀버터바게트,합격,2024-04-06 13:40:00,정시 납기 요구
651,651,90,651,우유도넛,합격,2024-04-06 22:40:00,일반 작업 요청
652,652,50,652,꽈베기,합격,2024-04-05 22:40:00,정시 납기 요구
653,653,50,653,베이글빵,합격,2024-04-05 22:40:00,일반 작업 요청
654,654,70,654,꿀버터바게트,합격,2024-04-07 22:40:00,정시 납기 요구
655,655,50,655,꽈베기,합격,2024-04-06 13:40:00,정시 납기 요구
656,656,90,656,애플파이,합격,2024-04-06 13:40:00,긴급 작업 요청
657,657,70,657,우유도넛,합격,2024-04-06 13:40:00,일반 작업 요청
658,658,80,658,카라멜 러스크,합격,2024-04-07 13:40:00,정시 납기 요구
659,659,70,659,꿀버터바게트,합격,2024-04-07 13:40:00,정시 납기 요구
660,660,90,660,고구마케이크빵,합격,2024-04-08 13:40:00,특별 공정 필요
661,661,60,661,단팥도넛,합격,2024-04-06 13:40:00,일반 작업 요청
662,662,70,662,찹쌀브레드,합격,2024-04-08 13:40:00,특별 공정 필요
663,663,80,663,꽈베기,합격,2024-04-07 22:40:00,정시 납기 요구
664,664,70,664,애플파이,합격,2024-04-06 22:40:00,긴급 작업 요청
665,665,60,665,우유도넛,합격,2024-04-07 22:40:00,일반 작업 요청
666,666,70,666,카라멜 러스크,합격,2024-04-07 22:40:00,정시 납기 요구
667,667,50,667,꿀버터바게트,합격,2024-04-07 22:40:00,정시 납기 요구
668,668,50,668,고구마케이크빵,합격,2024-04-06 22:40:00,특별 공정 필요
669,669,80,669,단팥도넛,합격,2024-04-07 22:40:00,일반 작업 요청
670,670,80,670,찹쌀브레드,합격,2024-04-07 22:40:00,특별 공정 필요
671,671,40,671,애플파이,합격,2024-04-08 22:40:00,긴급 작업 요청
672,672,70,672,라우겐,합격,2024-04-07 22:40:00,긴급 작업 요청
673,673,90,673,우유도넛,합격,2024-04-07 22:40:00,일반 작업 요청
674,674,80,674,꿀버터바게트,합격,2024-04-09 22:40:00,정시 납기 요구
675,675,90,675,찹쌀브레드,합격,2024-04-07 22:40:00,특별 공정 필요
676,676,70,676,꽈베기,합격,2024-04-09 22:40:00,정시 납기 요구
677,677,70,677,단팥도넛,합격,2024-04-09 22:40:00,일반 작업 요청
678,678,50,678,갈릭꽈베기,합격,2024-04-09 22:40:00,긴급 작업 요청
679,679,50,679,고구마케이크빵,합격,2024-04-09 13:40:00,특별 공정 필요
680,680,40,680,단팥도넛,합격,2024-04-09 13:40:00,일반 작업 요청
681,681,50,681,우유도넛,합격,2024-04-09 13:40:00,일반 작업 요청
682,682,60,682,고구마케이크빵,합격,2024-04-09 22:40:00,특별 공정 필요
683,683,60,683,단팥도넛,합격,2024-04-10 22:40:00,일반 작업 요청
684,684,80,684,우유도넛,합격,2024-04-10 22:40:00,일반 작업 요청
685,685,60,685,라우겐,합격,2024-04-09 13:40:00,긴급 작업 요청
686,686,40,686,고구마케이크빵,합격,2024-04-10 13:40:00,특별 공정 필요
687,687,50,687,카라멜 러스크,합격,2024-04-10 13:40:00,정시 납기 요구
688,688,80,688,베이글빵,합격,2024-04-11 13:40:00,일반 작업 요청
689,689,50,689,라우겐,합격,2024-04-11 22:40:00,긴급 작업 요청
690,690,70,690,고구마케이크빵,합격,2024-04-10 22:40:00,특별 공정 필요
691,691,60,691,카라멜 러스크,합격,2024-04-10 22:40:00,정시 납기 요구
692,692,40,692,베이글빵,합격,2024-04-11 22:40:00,일반 작업 요청
693,693,90,693,찹쌀브레드,합격,2024-04-11 22:40:00,특별 공정 필요
694,694,40,694,단팥도넛,합격,2024-04-11 22:40:00,일반 작업 요청
695,695,90,695,꽈베기,합격,2024-04-11 22:40:00,정시 납기 요구
696,696,60,696,생크림소보로,합격,2024-04-10 22:40:00,특별 공정 필요
697,697,70,697,베이글빵,합격,2024-04-11 22:40:00,일반 작업 요청
698,698,40,698,단팥도넛,불합격,2024-04-11 13:40:00,일반 작업 요청
699,699,40,699,카라멜 러스크,합격,2024-04-11 13:40:00,정시 납기 요구
700,700,40,700,갈릭꽈베기,합격,2024-04-11 13:40:00,긴급 작업 요청
701,701,70,701,꿀버터바게트,합격,2024-04-13 13:40:00,정시 납기 요구
702,702,70,702,찹쌀브레드,합격,2024-04-12 13:40:00,특별 공정 필요
703,703,90,703,우유도넛,합격,2024-04-13 13:40:00,일반 작업 요청
704,704,60,704,베이글빵,합격,2024-04-12 13:40:00,일반 작업 요청
705,705,50,705,애플파이,합격,2024-04-12 13:40:00,긴급 작업 요청
706,706,90,706,라우겐,합격,2024-04-13 13:40:00,긴급 작업 요청
707,707,90,707,고구마케이크빵,합격,2024-04-12 13:40:00,특별 공정 필요
708,708,90,708,찹쌀브레드,합격,2024-04-14 13:40:00,특별 공정 필요
709,709,80,709,베이글빵,합격,2024-04-14 13:40:00,일반 작업 요청
710,710,70,710,고구마케이크빵,합격,2024-04-15 13:40:00,특별 공정 필요
711,711,80,711,생크림소보로,합격,2024-04-14 13:40:00,특별 공정 필요
712,712,70,712,라우겐,합격,2024-04-13 13:40:00,긴급 작업 요청
713,713,50,713,단팥도넛,합격,2024-04-13 13:40:00,일반 작업 요청
714,714,90,714,베이글빵,합격,2024-04-15 22:40:00,일반 작업 요청
715,715,40,715,고구마케이크빵,합격,2024-04-15 22:40:00,특별 공정 필요
716,716,80,716,생크림소보로,합격,2024-04-13 22:40:00,특별 공정 필요
717,717,60,717,라우겐,합격,2024-04-14 22:40:00,긴급 작업 요청
718,718,50,718,단팥도넛,합격,2024-04-15 22:40:00,일반 작업 요청
719,719,50,719,라우겐,합격,2024-04-16 13:40:00,긴급 작업 요청
720,720,50,720,우유도넛,합격,2024-04-14 13:40:00,일반 작업 요청
721,721,60,721,갈릭꽈베기,합격,2024-04-15 13:40:00,긴급 작업 요청
722,722,80,722,찹쌀브레드,합격,2024-04-16 13:40:00,특별 공정 필요
723,723,40,723,꿀버터바게트,합격,2024-04-16 13:40:00,정시 납기 요구
724,724,40,724,꽈베기,합격,2024-04-15 13:40:00,정시 납기 요구
725,725,50,725,고구마케이크빵,합격,2024-04-15 13:40:00,특별 공정 필요
726,726,50,726,라우겐,합격,2024-04-14 22:40:00,긴급 작업 요청
727,727,50,727,우유도넛,합격,2024-04-16 22:40:00,일반 작업 요청
728,728,40,728,갈릭꽈베기,합격,2024-04-15 22:40:00,긴급 작업 요청
729,729,60,729,찹쌀브레드,합격,2024-04-14 22:40:00,특별 공정 필요
730,730,60,730,꿀버터바게트,합격,2024-04-16 22:40:00,정시 납기 요구
731,731,40,731,꽈베기,합격,2024-04-15 22:40:00,정시 납기 요구
732,732,40,732,고구마케이크빵,합격,2024-04-14 22:40:00,특별 공정 필요
733,733,40,733,라우겐,합격,2024-04-17 13:40:00,긴급 작업 요청
734,734,40,734,카라멜 러스크,합격,2024-04-16 13:40:00,정시 납기 요구
735,735,50,735,찹쌀브레드,합격,2024-04-17 13:40:00,특별 공정 필요
736,736,70,736,갈릭꽈베기,합격,2024-04-16 13:40:00,긴급 작업 요청
737,737,60,737,카라멜 러스크,합격,2024-04-16 22:40:00,정시 납기 요구
738,738,80,738,고구마케이크빵,합격,2024-04-17 22:40:00,특별 공정 필요
739,739,80,739,생크림소보로,합격,2024-04-17 22:40:00,특별 공정 필요
740,740,60,740,갈릭꽈베기,합격,2024-04-16 22:40:00,긴급 작업 요청
741,741,40,741,라우겐,합격,2024-04-17 22:40:00,긴급 작업 요청
742,742,60,742,꿀버터바게트,합격,2024-04-18 22:40:00,정시 납기 요구
743,743,50,743,베이글빵,합격,2024-04-17 22:40:00,일반 작업 요청
744,744,50,744,꽈베기,합격,2024-04-17 22:40:00,정시 납기 요구
745,745,90,745,갈릭꽈베기,합격,2024-04-18 22:40:00,긴급 작업 요청
746,746,50,746,고구마케이크빵,합격,2024-04-20 13:40:00,특별 공정 필요
747,747,90,747,갈릭꽈베기,합격,2024-04-19 13:40:00,긴급 작업 요청
748,748,70,748,우유도넛,합격,2024-04-18 13:40:00,일반 작업 요청
749,749,80,749,꽈베기,합격,2024-04-20 13:40:00,정시 납기 요구
750,750,60,750,카라멜 러스크,합격,2024-04-18 13:40:00,정시 납기 요구
751,751,90,751,애플파이,합격,2024-04-19 13:40:00,긴급 작업 요청
752,752,60,752,베이글빵,합격,2024-04-19 13:40:00,일반 작업 요청
753,753,90,753,단팥도넛,합격,2024-04-20 13:40:00,일반 작업 요청
754,754,90,754,고구마케이크빵,합격,2024-04-20 22:40:00,특별 공정 필요
755,755,40,755,갈릭꽈베기,합격,2024-04-18 22:40:00,긴급 작업 요청
756,756,40,756,우유도넛,합격,2024-04-20 22:40:00,일반 작업 요청
757,757,80,757,꽈베기,합격,2024-04-20 22:40:00,정시 납기 요구
758,758,50,758,카라멜 러스크,합격,2024-04-19 22:40:00,정시 납기 요구
759,759,90,759,애플파이,합격,2024-04-19 22:40:00,긴급 작업 요청
760,760,50,760,베이글빵,합격,2024-04-18 22:40:00,일반 작업 요청
761,761,70,761,단팥도넛,합격,2024-04-19 22:40:00,일반 작업 요청
762,762,70,762,베이글빵,합격,2024-04-19 13:40:00,일반 작업 요청
763,763,70,763,단팥도넛,합격,2024-04-20 13:40:00,일반 작업 요청
764,764,50,764,고구마케이크빵,합격,2024-04-19 13:40:00,특별 공정 필요
765,765,60,765,꽈베기,합격,2024-04-20 13:40:00,정시 납기 요구
766,766,80,766,생크림소보로,합격,2024-04-20 13:40:00,특별 공정 필요
767,767,80,767,우유도넛,합격,2024-04-22 13:40:00,일반 작업 요청
768,768,60,768,고구마케이크빵,합격,2024-04-20 13:40:00,특별 공정 필요
769,769,50,769,라우겐,합격,2024-04-21 13:40:00,긴급 작업 요청
770,770,40,770,갈릭꽈베기,합격,2024-04-21 13:40:00,긴급 작업 요청
771,771,60,771,카라멜 러스크,합격,2024-04-21 13:40:00,정시 납기 요구
772,772,50,772,꿀버터바게트,합격,2024-04-20 13:40:00,정시 납기 요구
773,773,50,773,애플파이,합격,2024-04-23 13:40:00,긴급 작업 요청
774,774,80,774,갈릭꽈베기,합격,2024-04-22 13:40:00,긴급 작업 요청
775,775,60,775,고구마케이크빵,합격,2024-04-22 13:40:00,특별 공정 필요
776,776,70,776,라우겐,합격,2024-04-21 13:40:00,긴급 작업 요청
777,777,80,777,베이글빵,합격,2024-04-23 13:40:00,일반 작업 요청
778,778,40,778,생크림소보로,합격,2024-04-23 13:40:00,특별 공정 필요
779,779,70,779,카라멜 러스크,합격,2024-04-22 13:40:00,정시 납기 요구
780,780,60,780,애플파이,합격,2024-04-23 22:40:00,긴급 작업 요청
781,781,40,781,갈릭꽈베기,합격,2024-04-23 22:40:00,긴급 작업 요청
782,782,40,782,고구마케이크빵,합격,2024-04-21 22:40:00,특별 공정 필요
783,783,60,783,라우겐,합격,2024-04-21 22:40:00,긴급 작업 요청
784,784,70,784,베이글빵,합격,2024-04-21 22:40:00,일반 작업 요청
785,785,80,785,생크림소보로,합격,2024-04-23 22:40:00,특별 공정 필요
786,786,70,786,카라멜 러스크,합격,2024-04-23 22:40:00,정시 납기 요구
787,787,40,787,베이글빵,합격,2024-04-23 22:40:00,일반 작업 요청
788,788,70,788,찹쌀브레드,합격,2024-04-22 22:40:00,특별 공정 필요
789,789,50,789,라우겐,합격,2024-04-22 22:40:00,긴급 작업 요청
790,790,50,790,꿀버터바게트,합격,2024-04-22 22:40:00,정시 납기 요구
791,791,40,791,꽈베기,합격,2024-04-23 22:40:00,정시 납기 요구
792,792,70,792,갈릭꽈베기,합격,2024-04-22 22:40:00,긴급 작업 요청
793,793,70,793,단팥도넛,합격,2024-04-24 22:40:00,일반 작업 요청
794,794,80,794,꿀버터바게트,합격,2024-04-25 13:40:00,정시 납기 요구
795,795,80,795,생크림소보로,합격,2024-04-25 13:40:00,특별 공정 필요
796,796,60,796,우유도넛,합격,2024-04-24 13:40:00,일반 작업 요청
797,797,70,797,베이글빵,합격,2024-04-24 13:40:00,일반 작업 요청
798,798,50,798,우유도넛,합격,2024-04-24 13:40:00,일반 작업 요청
799,799,70,799,베이글빵,합격,2024-04-24 13:40:00,일반 작업 요청
800,800,60,800,단팥도넛,합격,2024-04-25 13:40:00,일반 작업 요청
801,801,40,801,꿀버터바게트,합격,2024-04-26 13:40:00,정시 납기 요구
802,802,90,802,찹쌀브레드,합격,2024-04-25 13:40:00,특별 공정 필요
803,803,80,803,우유도넛,합격,2024-04-24 22:40:00,일반 작업 요청
804,804,90,804,베이글빵,합격,2024-04-25 22:40:00,일반 작업 요청
805,805,40,805,단팥도넛,합격,2024-04-26 22:40:00,일반 작업 요청
806,806,80,806,꿀버터바게트,합격,2024-04-26 22:40:00,정시 납기 요구
807,807,70,807,찹쌀브레드,합격,2024-04-26 22:40:00,특별 공정 필요
808,808,70,808,고구마케이크빵,합격,2024-04-27 22:40:00,특별 공정 필요
809,809,40,809,찹쌀브레드,합격,2024-04-25 22:40:00,특별 공정 필요
810,810,80,810,생크림소보로,합격,2024-04-27 22:40:00,특별 공정 필요
811,811,60,811,우유도넛,합격,2024-04-27 22:40:00,일반 작업 요청
812,812,70,812,갈릭꽈베기,합격,2024-04-25 22:40:00,긴급 작업 요청
813,813,50,813,꿀버터바게트,합격,2024-04-27 22:40:00,정시 납기 요구
814,814,40,814,단팥도넛,합격,2024-04-27 22:40:00,일반 작업 요청
815,815,50,815,라우겐,합격,2024-04-27 13:40:00,긴급 작업 요청
816,816,50,816,생크림소보로,합격,2024-04-26 13:40:00,특별 공정 필요
817,817,50,817,단팥도넛,합격,2024-04-28 13:40:00,일반 작업 요청
818,818,40,818,꿀버터바게트,합격,2024-04-28 13:40:00,정시 납기 요구
819,819,40,819,우유도넛,합격,2024-04-27 13:40:00,일반 작업 요청
820,820,90,820,꽈베기,합격,2024-04-27 13:40:00,정시 납기 요구
821,821,70,821,카라멜 러스크,합격,2024-04-28 13:40:00,정시 납기 요구
822,822,70,822,애플파이,합격,2024-04-28 13:40:00,긴급 작업 요청
823,823,80,823,단팥도넛,합격,2024-04-27 13:40:00,일반 작업 요청
824,824,80,824,갈릭꽈베기,합격,2024-04-28 13:40:00,긴급 작업 요청
825,825,70,825,고구마케이크빵,합격,2024-04-28 13:40:00,특별 공정 필요
826,826,60,826,꽈베기,합격,2024-04-29 13:40:00,정시 납기 요구
827,827,60,827,애플파이,합격,2024-04-29 22:40:00,긴급 작업 요청
828,828,90,828,단팥도넛,합격,2024-04-27 22:40:00,일반 작업 요청
829,829,50,829,갈릭꽈베기,합격,2024-04-27 22:40:00,긴급 작업 요청
830,830,60,830,고구마케이크빵,합격,2024-04-27 22:40:00,특별 공정 필요
831,831,40,831,꽈베기,합격,2024-04-27 22:40:00,정시 납기 요구
832,832,90,832,고구마케이크빵,합격,2024-04-30 13:40:00,특별 공정 필요
833,833,70,833,라우겐,합격,2024-04-29 13:40:00,긴급 작업 요청
834,834,70,834,꿀버터바게트,합격,2024-04-28 13:40:00,정시 납기 요구
835,835,50,835,단팥도넛,합격,2024-04-29 13:40:00,일반 작업 요청
836,836,80,836,애플파이,합격,2024-04-29 13:40:00,긴급 작업 요청
837,837,90,837,우유도넛,합격,2024-04-28 13:40:00,일반 작업 요청
838,838,90,838,베이글빵,합격,2024-04-29 13:40:00,일반 작업 요청
839,839,90,839,찹쌀브레드,합격,2024-04-28 13:40:00,특별 공정 필요
840,840,90,840,고구마케이크빵,합격,2024-04-30 22:40:00,특별 공정 필요
841,841,90,841,라우겐,합격,2024-04-29 22:40:00,긴급 작업 요청
842,842,90,842,꿀버터바게트,합격,2024-04-28 22:40:00,정시 납기 요구
843,843,70,843,단팥도넛,불합격,2024-04-29 22:40:00,일반 작업 요청
844,844,60,844,애플파이,합격,2024-04-30 22:40:00,긴급 작업 요청
845,845,70,845,우유도넛,합격,2024-04-28 22:40:00,일반 작업 요청
846,846,60,846,베이글빵,합격,2024-04-29 22:40:00,일반 작업 요청
847,847,40,847,찹쌀브레드,합격,2024-04-30 22:40:00,특별 공정 필요
848,848,80,848,고구마케이크빵,합격,2024-04-30 13:40:00,특별 공정 필요
849,849,60,849,생크림소보로,합격,2024-04-30 13:40:00,특별 공정 필요
850,850,40,850,갈릭꽈베기,합격,2024-04-30 13:40:00,긴급 작업 요청
851,851,40,851,베이글빵,합격,2024-04-29 13:40:00,일반 작업 요청
852,852,60,852,꿀버터바게트,합격,2024-04-29 13:40:00,정시 납기 요구
853,853,80,853,애플파이,합격,2024-05-02 13:40:00,긴급 작업 요청
854,854,50,854,라우겐,합격,2024-05-01 13:40:00,긴급 작업 요청
855,855,80,855,꿀버터바게트,합격,2024-04-30 13:40:00,정시 납기 요구
856,856,90,856,생크림소보로,합격,2024-05-01 13:40:00,특별 공정 필요
857,857,70,857,베이글빵,합격,2024-05-02 13:40:00,일반 작업 요청
858,858,60,858,우유도넛,합격,2024-05-02 13:40:00,일반 작업 요청
859,859,50,859,라우겐,합격,2024-05-02 13:40:00,긴급 작업 요청
860,860,40,860,고구마케이크빵,합격,2024-05-03 13:40:00,특별 공정 필요
861,861,40,861,찹쌀브레드,합격,2024-05-01 13:40:00,특별 공정 필요
862,862,90,862,단팥도넛,합격,2024-05-01 13:40:00,일반 작업 요청
863,863,50,863,꽈베기,합격,2024-05-03 13:40:00,정시 납기 요구
864,864,90,864,생크림소보로,합격,2024-05-01 22:40:00,특별 공정 필요
865,865,60,865,베이글빵,합격,2024-05-01 22:40:00,일반 작업 요청
866,866,90,866,우유도넛,합격,2024-05-02 22:40:00,일반 작업 요청
867,867,50,867,라우겐,합격,2024-05-03 22:40:00,긴급 작업 요청
868,868,50,868,고구마케이크빵,합격,2024-05-02 22:40:00,특별 공정 필요
869,869,70,869,찹쌀브레드,합격,2024-05-02 22:40:00,특별 공정 필요
870,870,60,870,단팥도넛,합격,2024-05-02 22:40:00,일반 작업 요청
871,871,90,871,꽈베기,합격,2024-05-03 22:40:00,정시 납기 요구
872,872,50,872,고구마케이크빵,합격,2024-05-02 22:40:00,특별 공정 필요
873,873,70,873,생크림소보로,합격,2024-05-04 22:40:00,특별 공정 필요
874,874,70,874,라우겐,합격,2024-05-02 22:40:00,긴급 작업 요청
875,875,70,875,꿀버터바게트,합격,2024-05-03 22:40:00,정시 납기 요구
876,876,80,876,애플파이,합격,2024-05-02 22:40:00,긴급 작업 요청
877,877,40,877,찹쌀브레드,합격,2024-05-02 22:40:00,특별 공정 필요
878,878,50,878,베이글빵,합격,2024-05-02 22:40:00,일반 작업 요청
879,879,70,879,우유도넛,합격,2024-05-02 22:40:00,일반 작업 요청
880,880,40,880,베이글빵,합격,2024-05-03 13:40:00,일반 작업 요청
881,881,60,881,생크림소보로,합격,2024-05-05 13:40:00,특별 공정 필요
882,882,50,882,단팥도넛,합격,2024-05-05 13:40:00,일반 작업 요청
883,883,50,883,베이글빵,합격,2024-05-05 22:40:00,일반 작업 요청
884,884,60,884,꿀버터바게트,합격,2024-05-04 22:40:00,정시 납기 요구
885,885,70,885,라우겐,합격,2024-05-04 22:40:00,긴급 작업 요청
886,886,80,886,갈릭꽈베기,합격,2024-05-06 22:40:00,긴급 작업 요청
887,887,50,887,고구마케이크빵,합격,2024-05-05 22:40:00,특별 공정 필요
888,888,90,888,단팥도넛,합격,2024-05-05 22:40:00,일반 작업 요청
889,889,80,889,꽈베기,합격,2024-05-05 22:40:00,정시 납기 요구
890,890,50,890,단팥도넛,합격,2024-05-07 13:40:00,일반 작업 요청
891,891,40,891,꽈베기,합격,2024-05-05 13:40:00,정시 납기 요구
892,892,50,892,생크림소보로,합격,2024-05-06 13:40:00,특별 공정 필요
893,893,50,893,꿀버터바게트,합격,2024-05-07 13:40:00,정시 납기 요구
894,894,80,894,우유도넛,합격,2024-05-07 13:40:00,일반 작업 요청
895,895,40,895,찹쌀브레드,합격,2024-05-05 13:40:00,특별 공정 필요
896,896,50,896,카라멜 러스크,합격,2024-05-05 13:40:00,정시 납기 요구
897,897,50,897,베이글빵,합격,2024-05-08 13:40:00,일반 작업 요청
898,898,40,898,단팥도넛,합격,2024-05-07 13:40:00,일반 작업 요청
899,899,40,899,카라멜 러스크,합격,2024-05-08 13:40:00,정시 납기 요구
900,900,90,900,찹쌀브레드,합격,2024-05-06 13:40:00,특별 공정 필요
901,901,60,901,고구마케이크빵,합격,2024-05-06 13:40:00,특별 공정 필요
902,902,60,902,갈릭꽈베기,합격,2024-05-06 13:40:00,긴급 작업 요청
903,903,40,903,꽈베기,합격,2024-05-06 13:40:00,정시 납기 요구
904,904,50,904,베이글빵,합격,2024-05-08 22:40:00,일반 작업 요청
905,905,70,905,단팥도넛,합격,2024-05-06 22:40:00,일반 작업 요청
906,906,80,906,카라멜 러스크,합격,2024-05-08 22:40:00,정시 납기 요구
907,907,90,907,찹쌀브레드,합격,2024-05-06 22:40:00,특별 공정 필요
908,908,50,908,고구마케이크빵,합격,2024-05-06 22:40:00,특별 공정 필요
909,909,50,909,갈릭꽈베기,합격,2024-05-08 22:40:00,긴급 작업 요청
910,910,90,910,꽈베기,합격,2024-05-06 22:40:00,정시 납기 요구
911,911,60,911,애플파이,합격,2024-05-07 22:40:00,긴급 작업 요청
912,912,60,912,고구마케이크빵,합격,2024-05-09 22:40:00,특별 공정 필요
913,913,60,913,꿀버터바게트,합격,2024-05-08 22:40:00,정시 납기 요구
914,914,90,914,우유도넛,합격,2024-05-09 22:40:00,일반 작업 요청
915,915,40,915,꽈베기,합격,2024-05-09 13:40:00,정시 납기 요구
916,916,50,916,갈릭꽈베기,합격,2024-05-10 13:40:00,긴급 작업 요청
917,917,40,917,고구마케이크빵,합격,2024-05-10 13:40:00,특별 공정 필요
918,918,50,918,베이글빵,합격,2024-05-10 13:40:00,일반 작업 요청
919,919,60,919,애플파이,합격,2024-05-10 13:40:00,긴급 작업 요청
920,920,80,920,꽈베기,합격,2024-05-08 22:40:00,정시 납기 요구
921,921,70,921,갈릭꽈베기,합격,2024-05-08 22:40:00,긴급 작업 요청
922,922,90,922,고구마케이크빵,합격,2024-05-08 22:40:00,특별 공정 필요
923,923,80,923,베이글빵,합격,2024-05-10 22:40:00,일반 작업 요청
924,924,90,924,애플파이,합격,2024-05-08 22:40:00,긴급 작업 요청
925,925,90,925,카라멜 러스크,합격,2024-05-10 22:40:00,정시 납기 요구
926,926,60,926,갈릭꽈베기,합격,2024-05-09 22:40:00,긴급 작업 요청
927,927,40,927,고구마케이크빵,합격,2024-05-10 22:40:00,특별 공정 필요
928,928,80,928,생크림소보로,합격,2024-05-11 22:40:00,특별 공정 필요
929,929,70,929,꽈베기,합격,2024-05-11 22:40:00,정시 납기 요구
